Date,Open,High,Low,Close,Volume
6/15/2018,48500,48700,47650,47650,17080892
6/18/2018,47600,47650,46200,46600,16661870
6/19/2018,47200,47350,46500,47000,15217971
6/20/2018,47450,47600,46850,47000,12959316
6/21/2018,47900,47900,47050,47050,10015541
6/22/2018,47000,47250,46200,47250,10298006
6/25/2018,47050,47050,46150,46650,10587711
6/26/2018,45900,47300,45900,47000,11223166
6/27/2018,47450,48500,47000,47950,15274752
6/28/2018,46850,47150,46600,46800,12784800
6/29/2018,46250,47150,46200,46650,14099635
07/2/2018,46500,47150,45500,45550,13112253
07/3/2018,45750,46450,45750,46150,10959655
07/4/2018,46700,47050,46050,46250,8776763
07/5/2018,46100,46550,45600,45950,7039773
07/6/2018,45500,45850,44650,44900,17843706
07/9/2018,45500,46100,45200,45600,11602464
07/10/2018,46200,46550,46100,46300,10528665
07/11/2018,46400,46450,45400,46000,11224077
07/12/2018,45900,46250,45450,45500,11828104
7/13/2018,45800,46500,45750,46500,11543389
7/16/2018,46800,46800,46000,46050,7678719
7/17/2018,46150,46200,45600,45850,8892953
7/18/2018,46700,47200,46450,46550,10952645
7/19/2018,47050,47200,46600,46900,9880128
7/20/2018,47000,47600,46700,47450,10474547
7/23/2018,47100,47200,46150,46500,10823782
7/24/2018,46350,46600,45950,46150,8261363
7/25/2018,46250,46550,45900,46150,7222471
7/26/2018,46100,47000,46000,46900,7374946
7/27/2018,46450,47000,46450,46900,4762460
7/30/2018,46550,46800,46350,46500,5723035
7/31/2018,46200,46450,46000,46250,8033607
08/1/2018,46050,46850,46050,46550,7484499
08/2/2018,46550,46800,45500,45550,8560924
08/3/2018,45850,45900,45450,45750,8274944
08/6/2018,46150,46150,45750,45800,6771979
08/7/2018,46300,46750,45900,46700,9058174
08/8/2018,47000,47000,46550,46800,6429338
08/9/2018,47000,47050,46450,46900,12010886
08/10/2018,46150,46400,44850,45400,16670643
8/13/2018,44950,45100,44650,45050,9803831
8/14/2018,44850,45400,44850,45150,6409259
8/16/2018,43800,44650,43700,44250,10088229
8/17/2018,44050,44400,44050,44100,6808747
8/20/2018,43500,44200,43500,43850,7289124
8/21/2018,43700,44900,43700,44800,9520270
8/22/2018,45150,46200,44900,46100,11641656
8/23/2018,46150,46200,45700,46200,6730918
8/24/2018,45900,46400,45550,46150,6582535
8/27/2018,46100,46550,46000,46300,5263782
8/28/2018,46800,46950,46300,46550,7365976
8/29/2018,46750,46800,46400,46800,5572374
8/30/2018,46950,47950,46700,47650,12193231
8/31/2018,47100,48450,47000,48450,13577454
09/3/2018,48200,48300,47300,47450,8595084
09/4/2018,47550,47800,47200,47650,6791255
09/5/2018,47300,47450,46400,46600,9139998
09/6/2018,46200,46400,45800,46100,9040553
09/7/2018,44500,45200,44400,44900,18285508
09/10/2018,45450,45550,45000,45500,9979838
09/11/2018,45550,45900,45050,45050,9865790
09/12/2018,44900,45100,44500,44550,12995269
9/13/2018,44550,44750,44000,44050,18277942
9/14/2018,45000,45850,44900,45850,12446344
9/17/2018,45550,45800,44900,45150,8123384
9/18/2018,44950,45900,44700,45500,9987090
9/19/2018,46000,46200,45700,46150,9367454
9/20/2018,46850,47600,46400,47250,13536966
9/21/2018,46550,47550,46550,47400,14476906
9/27/2018,46950,47500,46450,47500,15804586
9/28/2018,47250,47250,46300,46450,11270515
10/1/2018,46450,46800,45800,46350,6354983
10/2/2018,46450,46700,45700,45700,6607188
10/4/2018,45150,45600,44700,44700,11865327
10/5/2018,44800,45500,44550,44700,10544165
10/8/2018,44200,45200,44200,44950,6759464
10/10/2018,45250,45500,44500,45300,10341349
10/11/2018,44000,44650,43100,43100,19324537
10/12/2018,43200,44650,43200,44000,12640906
10/15/2018,44050,44050,43350,43800,7434522
10/16/2018,43700,44150,43350,43600,6825677
10/17/2018,44150,44500,44000,44150,8306193
10/18/2018,43950,44450,43700,44050,8347725
10/19/2018,43900,44150,43450,43900,7842520
10/22/2018,43450,43950,43200,43550,8357648
10/23/2018,43300,43450,42550,43050,9531231
10/24/2018,43050,43100,42250,42550,13522825
10/25/2018,40600,41550,40550,41000,19338170
10/26/2018,41100,41300,40400,41000,14413864
10/29/2018,40850,41950,40550,41400,14460521
10/30/2018,41400,43000,41000,42350,14205190
10/31/2018,42900,43350,41700,42400,17621480
11/1/2018,42450,42950,42150,42150,13423132
11/2/2018,43050,44250,42800,44150,16517112
11/5/2018,43750,43800,42900,43800,9426777
11/6/2018,43750,43800,42950,43750,7713625
11/7/2018,43600,44500,43400,44000,11553998
11/8/2018,44900,45050,44050,44050,12617397
11/9/2018,44450,44850,43900,44300,7318500
11/12/2018,43850,45250,43700,45200,8552566
11/13/2018,43900,44500,43400,44500,9311126
11/14/2018,44500,44500,43800,44100,6783344
11/15/2018,44050,44350,43500,44250,5864067
11/16/2018,44600,44750,43700,44000,7777124
11/19/2018,44050,44250,43450,43650,7538720
11/20/2018,42450,43000,42100,42800,9420664
11/21/2018,41800,42300,41800,42100,10769589
11/22/2018,42000,42650,42000,42450,5970796
11/23/2018,42450,42600,41900,42400,5192638
11/26/2018,42150,42800,42100,42600,6613009
11/27/2018,42900,43100,42500,43050,8367091
11/28/2018,42800,43200,42750,43150,6943099
11/29/2018,43850,43850,42900,43150,8473511
11/30/2018,43450,44000,41750,41850,19775519
12/3/2018,42750,43400,42400,43250,12110702
12/4/2018,42650,42900,41900,42150,14347746
12/5/2018,40900,41750,40850,41450,12631983
12/6/2018,40600,41100,40450,40500,14251826
12/7/2018,40900,41400,40850,40950,11433083
12/10/2018,40450,40650,40000,40200,14892263
12/11/2018,40600,40700,40200,40250,10638766
12/12/2018,40250,40700,40150,40450,12024279
12/13/2018,40650,40750,40000,40000,26254646
12/14/2018,40200,40200,38700,38950,19671783
12/17/2018,38650,39600,38650,39150,11532968
12/18/2018,38300,39200,38300,38900,11042101
12/19/2018,38900,39350,38850,39100,9942037
12/20/2018,38600,39100,38500,38650,11937617
12/21/2018,38200,38650,38100,38650,14947080
12/24/2018,38500,39050,38300,38800,9729530
12/26/2018,38400,38750,38300,38350,12707675
12/27/2018,38700,38800,38100,38250,10510643
12/28/2018,38250,38900,38200,38700,9900267
01/2/2019,39400,39400,38550,38750,7847664
01/3/2019,38300,38550,37450,37600,12471493
01/4/2019,37450,37600,36850,37450,14108958
01/7/2019,38000,38900,37800,38750,12748997
01/8/2019,38000,39200,37950,38100,12756554
01/9/2019,38650,39600,38300,39600,17452708
01/10/2019,40000,40150,39600,39800,14731699
01/11/2019,40350,40550,39950,40500,11661063
1/14/2019,40450,40700,39850,40050,11984996
1/15/2019,40050,41100,39850,41100,11492756
1/16/2019,41150,41450,40700,41450,8491595
1/17/2019,41700,42100,41450,41950,11736903
1/18/2019,42000,42400,41950,42300,11029256
1/21/2019,42700,42750,41900,42750,11355701
1/22/2019,42750,42850,41850,42150,9964356
1/23/2019,41350,42250,41350,42000,11071079
1/24/2019,43050,43100,42350,43050,14747623
1/25/2019,44300,44750,43750,44750,22789395
1/28/2019,45000,45500,44600,45050,17998914
1/29/2019,45050,45500,44350,45500,16215017
1/30/2019,44800,46400,44800,46400,17505980
1/31/2019,46650,47050,46150,46150,21621145
02/1/2019,46650,46950,46250,46350,13832454
02/7/2019,46800,47100,46200,46200,15872001
02/8/2019,45700,45700,44650,44800,12689196
02/11/2019,44500,45000,44250,45000,11125044
02/12/2019,44650,46250,44650,46050,13184367
2/13/2019,46400,46700,46000,46200,11299738
2/14/2019,46600,47500,46150,47500,17259341
2/15/2019,46750,46850,45650,46050,10554643
2/19/2019,45850,46150,45450,45950,6741395
2/20/2019,46750,47100,46500,46900,11506720
2/21/2019,46500,47200,46200,46950,8694009
2/22/2019,46500,47150,46450,47150,6895772
2/25/2019,47400,47550,47050,47350,7484716
2/26/2019,47350,47450,46500,46750,7985547
2/27/2019,47000,47250,46750,46750,8045211
2/28/2019,46400,46500,45100,45100,23569321
03/4/2019,46000,46100,44800,44850,12926539
03/5/2019,44600,45100,44150,44250,10612405
03/6/2019,44000,44300,43700,44000,10202544
03/7/2019,43400,44950,43400,44450,11049749
03/8/2019,44450,44800,43800,43800,7729069
03/11/2019,44400,44450,43650,43650,10717408
03/12/2019,44300,44950,44150,44650,11431977
3/13/2019,44250,44450,43700,43850,8108343
3/14/2019,43700,44300,43550,43850,18039161
3/15/2019,43800,44250,43700,44200,16814163
3/18/2019,43950,44150,43450,43700,8188876
3/19/2019,43750,43900,43550,43900,7609563
3/20/2019,43800,44200,43100,44050,9846242
3/21/2019,44600,46250,44050,45850,21138016
3/22/2019,46850,47000,46250,46550,12535911
3/25/2019,45300,45650,44800,45500,8699728
3/26/2019,45500,45700,44900,45250,9729811
3/27/2019,44750,45600,44250,45350,9568081
3/28/2019,44950,45200,44300,44850,6821306
3/29/2019,44500,44900,44200,44650,11491713
04/1/2019,45200,45450,44850,45050,7362129
04/2/2019,45550,46100,45350,45750,9480688
04/3/2019,46750,46750,45800,46600,12436570
04/4/2019,46150,47100,46150,46950,12650168
04/5/2019,46950,47550,46600,46850,8546339
04/8/2019,47250,47250,46150,46650,8507909
04/9/2019,46700,46950,46200,46650,6878761
04/10/2019,46400,46700,46050,46700,11883995
04/11/2019,46700,46800,46150,46250,13697399
04/12/2019,46050,46900,46000,46850,7668936
4/15/2019,47150,47500,47000,47050,8733019
4/16/2019,47400,47400,46800,47250,7730881
4/17/2019,47300,47600,47000,47050,5513658
4/18/2019,47200,47250,45500,45600,12808747
4/19/2019,45750,46000,45250,45300,8479710
4/22/2019,45400,45900,45100,45350,6006957
4/23/2019,45050,45500,45000,45200,6920566
4/24/2019,45400,45650,44150,44750,13299267
4/25/2019,44250,45000,44100,44650,10868965
4/26/2019,44200,45000,43800,44850,9739982
4/29/2019,45150,46150,45100,46150,8777517
4/30/2019,46000,46300,45350,45850,11121273
05/2/2019,45500,46150,45400,45900,8625126
05/3/2019,45900,46050,45300,45300,6562916
05/7/2019,45250,45300,44400,44850,12014907
05/8/2019,44300,44850,44200,44250,10398754
05/9/2019,43900,44250,42450,42450,23029718
05/10/2019,42600,43450,42450,42900,14579512
5/13/2019,42500,43200,42350,42650,7635079
5/14/2019,41300,43100,41300,42650,11563730
5/15/2019,42700,43050,42550,42550,7670185
5/16/2019,42350,42400,41350,41550,13687828
5/17/2019,41950,42050,40850,41200,13357951
5/20/2019,41650,42100,41550,42000,15752397
5/21/2019,42600,43950,42350,43150,18812133
5/22/2019,43700,43800,42400,43500,11033339
5/23/2019,43900,44000,43250,43850,12259006
5/24/2019,43800,43800,42400,42700,13966305
5/27/2019,42500,43000,42350,42650,8066669
5/28/2019,42550,42950,42150,42550,24506881
5/29/2019,41850,42100,41300,41800,14930618
5/30/2019,42200,42700,42150,42550,11766018
5/31/2019,42600,42800,42150,42500,11365999
06/3/2019,42950,43900,42500,43800,15466580
06/4/2019,43400,43700,43000,43450,9913497
06/5/2019,44050,44200,43700,43900,12464135
06/7/2019,43600,44350,43450,44200,11683682
06/10/2019,44300,44850,44050,44800,8792182
06/11/2019,44800,45000,44550,44850,6664872
06/12/2019,44800,45050,44300,44600,8607439
6/13/2019,44200,44400,43400,43750,16906541
6/14/2019,43750,44150,43300,44000,9322873
6/17/2019,43750,44050,43400,43900,11890424
6/18/2019,43750,44500,43650,44350,7994928
6/19/2019,45450,45450,45000,45350,10417690
6/20/2019,44850,45500,44850,45500,7147785
6/21/2019,45750,45800,45200,45700,9454913
6/24/2019,45200,45800,45200,45500,6085066
6/25/2019,45200,45800,45200,45600,7076774
6/26/2019,45800,46000,45600,45700,9226097
6/27/2019,46000,46600,45750,46500,12603534
6/28/2019,47000,47000,46700,47000,12949231
07/1/2019,47350,47400,46250,46600,11383522
07/2/2019,46200,46900,45850,46250,8463073
07/3/2019,45750,46350,45200,45400,9669368
07/4/2019,45250,46200,45250,46000,6365573
07/5/2019,45950,45950,45250,45650,7235395
07/8/2019,44750,44800,44350,44400,7823843
07/9/2019,44850,45450,44700,45100,7646421
07/10/2019,45550,46150,45500,45550,9253930
07/11/2019,46350,46550,46150,46200,10989751
07/12/2019,46350,46400,45800,46300,5245804
7/15/2019,45950,46650,45750,46450,4717226
7/16/2019,46450,46850,46300,46850,7407824
7/17/2019,46150,46350,45950,46050,5216602
7/18/2019,46450,46450,45650,46100,5143554
7/19/2019,46650,46950,46600,46800,8819393
7/22/2019,46800,47300,46600,47200,9009109
7/23/2019,47350,47550,47050,47300,9061381
7/24/2019,47100,47150,46250,46400,8756522
7/25/2019,47150,47200,46600,47200,8408838
7/26/2019,46650,47150,46550,47150,7873886
7/29/2019,46800,47050,46000,46100,6856846
7/30/2019,46300,46850,46300,46550,5551014
7/31/2019,46200,46600,45000,45350,12872916
08/1/2019,44900,45500,44850,45200,7811181
08/2/2019,44550,45500,44300,44950,12151374
08/5/2019,44350,44600,43600,43950,14214086
08/6/2019,42500,43800,42500,43500,15083824
08/7/2019,43600,43900,43100,43200,10002533
08/8/2019,43250,43500,42650,42650,16926881
08/9/2019,43250,43350,43050,43150,9685147
08/12/2019,44000,44000,43550,43700,8466169
8/13/2019,43500,43500,42950,43000,7276979
8/14/2019,43900,44250,43500,43700,8750135
8/16/2019,43800,43900,43300,43900,9528115
8/19/2019,44350,44350,43500,43600,6014218
8/20/2019,43950,44600,43550,44450,8434205
8/21/2019,44350,44800,44150,44500,6571717
8/22/2019,44500,44700,43850,44050,8061177
8/23/2019,43800,44200,43650,43950,5017381
8/26/2019,43050,43800,42950,43600,7954949
8/27/2019,43650,44200,43600,44050,16883932
8/28/2019,44100,44400,43750,44150,5758333
8/29/2019,44200,44200,43050,43400,10768862
8/30/2019,43750,44300,43750,44000,9899073
09/2/2019,44850,44850,43650,43800,7185537
09/3/2019,43550,43650,43100,43250,9774941
09/4/2019,43250,44100,43150,44100,12441837
09/5/2019,44800,46100,44450,45700,18297430
09/6/2019,46500,46500,45850,46300,9896562
09/9/2019,46450,47000,46300,46900,9434157
09/10/2019,47100,47200,46550,47000,9231792
09/11/2019,47300,47400,46800,47150,16141619
9/16/2019,47000,47100,46400,47100,15550926
9/17/2019,47000,47100,46800,46900,7006280
9/18/2019,46900,47700,46800,47700,10413027
9/19/2019,48050,49200,47850,49150,16461413
9/20/2019,49400,49600,49100,49200,15460210
9/23/2019,49250,49300,49000,49300,7568553
9/24/2019,49050,49650,48850,49500,7871955
9/25/2019,49200,49350,48800,48900,9187141
9/26/2019,49000,49250,48900,49200,8494756
9/27/2019,48000,48700,48000,48400,8048041
9/30/2019,48050,49250,47900,49050,9497119
10/1/2019,48900,49100,48650,48850,6206035
10/2/2019,48350,48400,47600,47600,8382463
10/4/2019,47400,48650,47350,48000,9331695
10/7/2019,48350,48700,47650,47750,7047273
10/8/2019,47900,49000,47600,48900,14239367
10/10/2019,48200,49200,48000,48550,18639855
10/11/2019,49000,49450,48800,49150,7783275
10/14/2019,50000,50300,49850,50000,11130635
10/15/2019,49900,50200,49900,50100,6058105
10/16/2019,50700,50900,50400,50700,9136282
10/17/2019,50500,50600,50100,50500,6701380
10/18/2019,50300,50900,49650,49900,8483106
10/21/2019,49900,50400,49800,50300,4406531
10/22/2019,50800,51500,50700,51200,10898729
10/23/2019,51300,51500,50800,51200,8663880
10/24/2019,52500,52500,50500,50700,21185785
10/25/2019,50800,51200,50500,50900,7879897
10/28/2019,50700,51500,50700,51300,6431522
10/29/2019,51400,51700,50800,51100,7581629
10/30/2019,50700,50800,50200,50400,8959435
10/31/2019,51000,51400,50300,50400,10304777
11/1/2019,50600,51200,50400,51200,8467846
11/4/2019,51700,52300,51400,52300,13012411
11/5/2019,52400,52700,52100,52700,10581034
11/6/2019,52900,53500,52700,53300,14361133
11/7/2019,53400,53400,52400,52900,9257116
11/8/2019,53200,53300,52000,52100,11603290
11/11/2019,52200,52200,51400,51600,8185952
11/12/2019,51800,52600,51600,52600,6576148
11/13/2019,52500,52500,52000,52500,6225196
11/14/2019,51900,52800,51900,52800,12010018
11/15/2019,52900,53700,52600,53700,9703360
11/18/2019,53600,53800,53200,53500,7746554
11/19/2019,53200,53500,52700,53500,8907177
11/20/2019,53400,53400,52000,52000,12560070
11/21/2019,51600,52100,50600,51000,14298646
11/22/2019,51000,51600,50900,51600,8478310
11/25/2019,52200,52600,51700,51800,9050625
11/26/2019,51900,52900,51800,51800,27372226
11/27/2019,51800,52300,51600,52200,7546261
11/28/2019,51900,52100,51300,51300,6833885
11/29/2019,51200,51400,50200,50300,11179334
12/2/2019,50900,51300,50400,50400,18877252
12/3/2019,49800,50300,49500,49900,12059812
12/4/2019,49600,49850,49000,49450,13246549
12/5/2019,50200,50400,49500,49500,10449715
12/6/2019,50100,50900,49950,50400,11414563
12/9/2019,50900,51400,50700,51200,8470627
12/10/2019,51000,51600,50700,51500,6882771
12/11/2019,51500,52200,51400,51900,11379521
12/12/2019,53000,53300,52700,53300,29178697
12/13/2019,54500,54800,53900,54700,18120261
12/16/2019,54500,54900,54300,54700,11512405
12/17/2019,55800,56700,55400,56700,19358433
12/18/2019,56700,57200,56000,56300,15558208
12/19/2019,57000,57300,55500,56000,14180520
12/20/2019,56100,56500,55600,56000,12095519
12/23/2019,56100,56400,55100,55500,9839252
12/24/2019,55600,55700,54800,55000,11868463
12/26/2019,54700,55400,54400,55400,9645034
12/27/2019,55700,56900,55500,56500,12313056
12/30/2019,56200,56600,55700,55800,8356767
01/2/2020,55500,56000,55000,55200,12993228
01/3/2020,56000,56600,54900,55500,15422255
01/6/2020,54900,55600,54600,55500,10278951
01/7/2020,55700,56400,55600,55800,10009778
01/8/2020,56200,57400,55900,56800,23501171
01/9/2020,58400,58600,57400,58600,24102579
01/10/2020,58800,59700,58300,59500,16000170
1/13/2020,59600,60000,59100,60000,11359139
1/14/2020,60400,61000,59900,60000,16906295
1/15/2020,59500,59600,58900,59000,14300928
1/16/2020,59100,60700,59000,60700,14381774
1/17/2020,61900,62000,61000,61300,16025661
1/20/2020,62000,62800,61700,62400,12528855
1/21/2020,62000,62400,61200,61400,11142693
1/22/2020,60500,62600,60400,62300,15339565
1/23/2020,61800,61800,60700,60800,14916555
1/28/2020,59400,59400,58300,58800,23664541
1/29/2020,59100,59700,58800,59100,16446102
1/30/2020,58800,58800,56800,57200,20821939
1/31/2020,57800,58400,56400,56400,19749457
02/3/2020,55500,57400,55200,57200,23995260
02/4/2020,57100,59000,56800,58900,21800192
02/5/2020,60000,60200,58900,59500,19278165
02/6/2020,60100,61100,59700,61100,14727159
02/7/2020,61100,61200,59700,60400,16402493
02/10/2020,59200,59800,59100,59700,13107121
02/11/2020,59800,60700,59700,59900,11071231
02/12/2020,60300,60700,59700,60500,12904207
2/13/2020,61200,61600,60500,60700,18449775
2/14/2020,60900,61900,60200,61800,13276067
2/17/2020,61600,62000,61200,61500,8740596
2/18/2020,60800,60900,59700,59800,16674266
2/19/2020,59800,60400,59400,60200,12951496
2/20/2020,60700,61300,59600,60000,14591924
2/21/2020,58800,59800,58500,59200,13777393
2/24/2020,57400,58100,56800,56800,25627537
2/25/2020,56200,58000,56200,57900,23885408
2/26/2020,56000,57000,56000,56500,25483102
2/27/2020,56300,56900,55500,55900,23209541
2/28/2020,55000,55500,54200,54200,30054227
03/2/2020,54300,55500,53600,55000,30403412
03/3/2020,56700,56900,55100,55400,30330295
03/4/2020,54800,57600,54600,57400,24765728
03/5/2020,57600,58000,56700,57800,21698990
03/6/2020,56500,57200,56200,56500,18716656
03/9/2020,54700,55000,53600,54200,30261485
03/10/2020,53800,54900,53700,54600,32106554
03/11/2020,54300,54400,52000,52100,45707281
03/12/2020,51000,51900,49300,50800,48149999
3/13/2020,47450,51600,46850,49950,59462933
3/16/2020,50100,50900,48800,48900,33339821
3/17/2020,46900,49650,46700,47300,51218151
3/18/2020,47750,48350,45600,45600,40152623
3/19/2020,46400,46650,42300,42950,56925513
3/20/2020,44150,45500,43550,45400,49730008
3/23/2020,42600,43550,42400,42500,41701626
3/24/2020,43850,46950,43050,46950,49801908
3/25/2020,48950,49600,47150,48650,52735922
3/26/2020,49000,49300,47700,47800,42185129
3/27/2020,49600,49700,46850,48300,39896178
3/30/2020,47050,48350,46550,47850,26797395
3/31/2020,48000,48500,47150,47750,30654261
04/1/2020,47450,47900,45800,45800,27259532
04/2/2020,46200,46850,45350,46800,21621076
04/3/2020,47400,47600,46550,47000,22784682
04/6/2020,47500,48800,47250,48700,23395726
04/7/2020,49650,50200,49000,49600,31524034
04/8/2020,49600,49750,48600,48600,25010314
04/9/2020,49750,49800,48700,49100,22628058
04/10/2020,48950,49250,48650,49250,17839111
4/13/2020,48650,48900,48300,48300,14431800
4/14/2020,48800,49200,48300,49000,14206216
4/16/2020,49350,49350,48550,49000,23349760
